transactionID,drinkerID,drinkerName,barID,barName,time,beer ordered,price
10594,1206,Anis Wakefield,530,The Fanatical Gate Bar,21,Bud Ice,3.5
10595,767,Leonard Dugan,810,The Wicked Lyre Bar,18,Mil's Best Ice,3.5
10596,4339,Haydn Schmitt,677,The Glib Lyre Inn,16,Modelo especial,4
10597,1757,Ruslan Nugent,743,The Wary Garden Tavern,15,Miller High Life,3
10598,4466,Dalton Jurgenson,72,The Sweltering Gorilla Pub,17,Natural Ice,3.5
10599,4727,Clifford Resnick,903,The Puffy Wife Tavern,18,Coors Light,3.5
10600,3095,Sabeen Cast,35,The Scared Fish Bar,19,Busch,4.0
10601,4034,Kenzy Nelson,449,Dashing Cake Bar,15,Pabst Blue Ribbon,3
10602,56,Shadow Yocum,960,The Last Pikachu Tavern,19,Sculpin IPA,4.0
10603,37,Temba Nelson,621,Fluttering Armadillo Bar,20,Budweiser,3
10604,1408,Azzedine Yang,786,The Long Lioness Inn,21,Stella Artois,4.0
10605,3914,Albert Olson,272,Spotless Adventurer ,18,Bud Ice,4.0
10606,148,Dilan Reardon,731,The Chunky Lyre Bar,22,Very Hazy,3.5
10607,68,Zak Ventotla,471,Used Pikachu Inn,22,Steel Reserve,3.5
10608,2541,Noel Turco,183,The Interesting Noodle Bar,22,Heineken,3
10609,2433,Lucus Knutson,805,Colossal Cave Bar,18,Pabst Blue Ribbon,3.5
10610,3104,Jason Upson,961,The Highfalutin Trumpet Pub,23,Lagunitas Sucks,4
10611,2093,Addisson Doran,552,The Highfalutin Skull ,20,Bud Ice,4.0
10612,4802,Jaydn Ebner,344,The Ruthless Lion Pub,24,Natural Light,3.5
10613,1735,Jiao Kaskel,814,Educated Cod Inn,23,Coors Light,3
10614,3304,Aronas Schwager,965,The Xenophobic Badger Pub,19,Icehouse,4.0
10615,1978,Deryn Orwig,50,The Real Adventurer Tavern,17,Yuengling Lager,4.0
10616,2836,Gurardass Myers,509,Macho Crossbow ,22,Blue Moon,3.5
10617,1827,Oz Kassing,866,Selfish Apple Pub,17,Busch,3
10618,3456,Cobi Schickowski,141,The Scary Husband Pub,20,Natural Light,3
10619,843,David Van Zandt,832,Polite Elf Bar,15,Keystone Light,3.5
10620,3265,Jayden-Lee Quinn,113,Simple Lyre ,18,Heady Topper,3.5
10621,1037,Shaun Vail,101,The Distinct Lion Bar,17,Bud Ice,3.5
10622,348,Zaineddine Bateman,459,The Cheerful Cod Bar,20,Miller High Life,3
10623,154,Ahoua Leisinger,133,The Stingy Husband Pub,19,Sculpin IPA,3.5
10624,4798,Bogdan Bateman,240,The Purple Badger Bar,20,Miller High Life,4.0
10625,2213,Cade Wagner,810,The Wicked Lyre Bar,16,Barrel-Aged Abraxas,3
10626,3322,Joeddy Bongard,101,The Distinct Lion Bar,16,Keystone Light,3.5
10627,687,Shiraz Keller,615,Tenuous Apple Inn,23,Stella Artois,4.0
10628,2760,Ubaid Trussel,801,Motionless Wife Tavern,22,Heineken,3.5
10629,1193,Dimitri Dinkins,600,Elfin Garden Bar,19,Busch,3.5
10630,4624,Ami Rogers,853,The Knowing Adventurer Bar,18,Bud Light,4.0
10631,3581,Tyra Mccord,542,Discreet Gorilla Pub,16,60 Minute IPA,3.5
10632,3369,Harjeevan Pettigrew,509,Macho Crossbow ,24,Stella Artois,4
10633,2353,Ma'moon Soloman,783,Sophisticated Bongo Inn,15,Blue Moon,4.0
10634,1381,Josese Duffman,296,Miscreant Gate Pub,16,Guinness,3
10635,4856,Zaki Reamer,832,Polite Elf Bar,22,Heineken,4.0
10636,1119,Erdehan Myers,372,The Beautiful Banjo Inn,16,Icehouse,3
10637,2721,Levon Kalleg,479,Thoughtless Husband ,23,Natural Ice,3
10638,3873,Roen Ingram,723,Jazzy Cake Tavern,19,Modelo especial,4.0
10639,1765,David-Jay Reyes,841,The Striped Lyre Tavern,22,Natural Light,4.0
10640,4188,Arved Ostrander,33,Groovy Crossbow Bar,24,Stella Artois,4.0
10641,3931,Cade Pak,338,Callous Snowman ,22,Busch,3.5
10642,3017,Ash Anderson,600,Elfin Garden Bar,16,Heineken,3.5
10643,1119,Erdehan Myers,710,Gray Greasy Great Lioness Bar,17,Dos Equis,3
10644,3003,Dolan Haworth,138,The Bored Tiger Tavern,15,Modelo especial,3.5
10645,1587,Sajjad Darnell,87,Handsomely Bongo Inn,12,Sculpin IPA,3.5
10646,3736,Cian Ebner,518,The Crowded Husband Inn,18,90 Minute IPA,4
10647,2289,Joss Ulrich,91,The Brief Banjo ,24,Pabst Blue Ribbon,3
10648,1266,John-Michael Solberg,0,Windy Wife Tavern,14,Icehouse,3.5
10649,2444,Hayden Sweeney,614,The Heartbreaking Fish Pub,14,Michelob Ultra,4.0
10650,4681,Patrick-John Dinkins,952,The Rainy Bongo Pub,18,Breakfast Stout,3.5
10651,3667,Abdul-Rehman Vanderpoel,856,Clever Frog Tavern,17,Yuengling Lager,3.5
10652,1248,Saman Schiebel,209,Sneaky Cove Pub,23,Barrel-Aged Abraxas,3
10653,3822,Grayson Christensen,994,Sable Garden Bar,14,Miller High Life,3
10654,3815,Louie Solberg,249,The Fuzzy  Noodle ,24,Coors Banquet,3
10655,1038,Kaydn Nugent,538,The Odd Adventurer Inn,21,Natural Ice,4.0
10656,250,Pedro Shaffer,91,The Brief Banjo ,18,Miller High Life,4.0
10657,3328,Teydren Schutz,311,Garrulous Cake Inn,17,90 Minute IPA,4
10658,2697,Hugh Boyd,380,The Victorious Flower Tavern,21,Guinness,3.5
10659,384,Reigan Jenson,798,The Dull Garden Bar,21,Marshmallow Handjee,3
10660,2112,Warkhas Pak,409,Ruthless Moose ,18,Icehouse,4.0
10661,2979,Sajjad Trussel,929,Meek Tiger Tavern,18,Keystone Light,4.0
10662,4280,Rennie Tisler,242,Bent Apple ,22,Sculpin IPA,4.0
10663,1914,Rehaan Casal,323,The Creepy Husband Tavern,24,Keystone Light,3.5
10664,2328,Bohbi Dinkins,257,The Slow Pirate Pub,23,Breakfast Stout,4.0
10665,4839,Charly Ostrander,698,The Lame Mole Tavern,19,Miller Lite,3
10666,4880,Enrico Keller,163,Dry Pizza Pub,17,Yuengling Lager,3
10667,3968,Tyra Schuster,986,The Offbeat Mole Pub,20,Marshmallow Handjee,4.0
10668,3393,Rowen Ory,52,The Spicy Captain ,15,Coors Light,3.5
10669,3445,Dissanayake Dugelman,877,Waiting Badger Tavern,23,Bud Light,3.5
10670,3464,Al-Hassan Mccord,833,The Giant Snowman Inn,15,Yuengling Lager,3
10671,1681,Crombie Kalleg,904,The Annoyed Pikachu Tavern,20,Michelob Ultra,3.5
10672,1412,Michal Caswell,728,The Stormy Captain Pub,22,60 Minute IPA,4
10673,1977,Jesuseun Ulrich,18,The Guarded Tiger Tavern,22,Busch,3
10674,3671,Corin Wakefield,983,Entertaining Cove Pub,21,Very Hazy,3
10675,3689,Chris-Daniel Bongard,33,Groovy Crossbow Bar,20,Yuengling Lager,3.5
10676,944,Artem Schwager,559,The Tightfisted Guitar ,16,Centennial IPA,4
10677,3769,Sinai Vader,346,The Homeless Bongo Tavern,17,Bud Ice,3.5
10678,40,Jaydn Nuttle,831,Sharp Gate Bar,19,Icehouse,3
10679,3712,Hristomir Jurgenson,860,Blue-Eyed Snowman Inn,22,90 Minute IPA,3.5
10680,4340,Armen Hydinger,146,The Lively Badger Bar,22,Michelob Ultra,3.5
10681,2721,Levon Kalleg,70,Certain Badger Bar,23,Busch,3
10682,241,Yann Ebner,229,Shallow Armadillo Bar,13,Icehouse,4.0
10683,465,Yuri Knutson,498,The Brash Kitten Tavern,15,Heineken,4.0
10684,117,Folarinwa Norquist,162,Aware Elf Bar,18,Dos Equis,4
10685,4343,Karimas Cast,169,Subsequent Pear Inn,22,Blue Moon,4.0
10686,1379,Savin Hylan,239,Stimulating Badger Inn,24,Busch,4.0
10687,1503,Barrie Ebner,214,Illegal Tiger Bar,18,Stella Artois,3
10688,346,Bryn McCormack,263,Uncovered Gorilla ,23,Icehouse,3
10689,1742,Dregan Van Zandt,576,Unwieldy Husband Pub,23,Coors Banquet,3
10690,4107,Carrich Valente,923,Permissible Onion Pub,18,Very Hazy,4.0
10691,4672,John-Scott Weinstein,699,Smooth Cake Pub,16,Coors Light,3.5
10692,2134,Rohit DeLorenzo,999,Untidy Rose Pub,18,Natural Light,3.5
10693,1329,Kal-el Vogal,748,Busy Dog Tavern,16,Blue Moon,3
10694,1925,Rayyan Valente,841,The Striped Lyre Tavern,18,Natural Light,4.0
10695,3940,Lance Rice,367,Macho Cove Inn,24,60 Minute IPA,3.5
10696,3038,Gustav Sawyer,452,The Cluttered Toad Bar,21,Dos Equis,4.0
10697,2063,Todd Napier,224,The Synonymous Trumpet ,24,KBS,4.0
10698,2002,Francisco Reardon,889,Clever Pup Bar,12,Guinness,3
10699,3055,Norrie Illingsworth,438,The Meek Kitten Bar,16,Busch,3.5
10700,2531,Jedidiah Tiernan,544,The Efficient Crossbow Bar,21,Coors Banquet,3.5
10701,4790,Saul Lawless,296,Miscreant Gate Pub,22,Coors Banquet,4
10702,209,Jerry Vogal,752,Aback Flower Tavern,23,Corona Light,3
10703,2508,Daegan Thompson,570,The Necessary Planet Pub,13,Modelo especial,3.5
10704,3475,Aaren Jenson,32,The Juvenile Toad Tavern,16,KBS,4.0
10705,482,Deryn Ziegler,851,Colorful Cake Inn,18,Very Hazy,3.5
10706,328,Abdur Resnick,927,The Secret Cod Pub,22,Budweiser,3.5
10707,2254,Harri Schuster,890,Miscreant Elf ,21,Steel Reserve,3
10708,2208,Modoulamin Thompson,512,The Wretched Guitar Inn,17,Natural Light,4.0
10709,4489,Reggie Davis,235,The Waggish Mole Inn,14,Arrogant Bastard Ale,4.0
10710,2158,Taegan Orwig,78,The Mute Pikachu Inn,23,Dos Equis,3
10711,1472,Ajay Sagar,826,The Classy Cave Bar,17,Miller Lite,3
10712,916,Enrique Moore,158,The Eager Lyre Tavern,22,Coors Banquet,3.5
10713,2927,Jarell Trusela,537,The Stereotyped Planet Pub,14,Keystone Light,3.5
10714,826,Ashtyn Ferry,393,Understood Moose Inn,17,Keystone Light,4.0
10715,2056,Karimas Ziegler,694,Amazing Crossbow Inn,20,Miller Lite,3
10716,4558,Lockey Yocum,429,The False Familiar Famous Onion Inn,15,Corona Light,3
10717,3067,Lorne Tisler,247,The Slim Lyre ,22,Pabst Blue Ribbon,3.5
10718,496,Johnjay Keller,219,Exultant Armadillo Pub,23,Corona Light,3
10719,4697,Krishan Irwin,745,The Unruly Trumpet Bar,20,Heineken,3
10720,2807,Mohamed Schiebel,330,Sordid Elf Inn,18,Pabst Blue Ribbon,3
10721,1831,Daniele McCormack,81,The Damaged Gate Tavern,20,Miller High Life,3
10722,3672,Folarinwa Nelson,264,Didactic Toad Pub,24,Coors Light,4.0
10723,804,Bradlie Tiernan,613,Heartbreaking Moose ,22,Mil's Best Ice,3.5
10724,1465,Laughlan Reyes,472,Charming Pikachu ,24,Coors Light,3.5
10725,3160,Loche Darnell,74,The Spotless Tiger Bar,18,King Julius,3.5
10726,3344,Moad Weinstein,340,Nebulous Pirate Pub,24,Miller High Life,4.0
10727,506,Coby Turco,927,The Secret Cod Pub,19,Modelo especial,3
10728,1852,Brandon-Lee Wagle,43,The Used Cod Bar,22,Very Hazy,3
10729,824,Philip LePage,299,Messy Guitar Inn,21,Stella Artois,4.0
10730,1224,Macaully Jagtap,630,The Deafening Wife Inn,22,Heineken,3.5
10731,3761,Jayson Bateman,385,The Truculent Skull Inn,18,Coors Light,4.0
10732,1481,Tyra Dinkins,334,Secretive Planet Bar,17,Blue Moon,3.5
10733,4316,Shea Trusela,354,The Apathetic Trumpet Inn,15,Natural Ice,4.0
10734,1548,Ross Casal,426,Dark Crossbow Tavern,12,Corona Light,4.0
10735,276,Kayleb Quizoz,352,The Warlike Cave Bar,23,Barrel-Aged Abraxas,3
10736,2418,Wesley Hoffman,993,Necessary Gorilla Inn,15,Natural Light,4
10737,3882,Klein Vogal,470,The Longing Badger ,17,Natural Light,3.5
10738,1096,Haroon Nugent,680,Rainy Onion ,20,Coors Banquet,3
10739,721,Rory Doran,994,Sable Garden Bar,20,Heineken,3
10740,1269,Hagun Lulloff,725,Abundant Cave Pub,18,Miller High Life,3
10741,441,Yadgor Ingram,977,Half Trumpet Inn,12,Mil's Best Ice,3
10742,575,Marley Johnsen,248,General Gentle Noodle Pub,23,Keystone Light,3.5
10743,1122,Eoghain Hoffman,685,The Industrious Skull Pub,21,Miller Lite,3
10744,2844,Orrick Sweeney,959,Outgoing Pup Inn,15,60 Minute IPA,4.0
10745,1770,Apisai Soloman,143,The Pushy Skull Pub,13,Yuengling Lager,4.0
10746,2244,Cai Hoffman,14,The Icy Dog ,23,Busch,4.0
10747,4386,Burak Bongard,66,Honorable Cod Tavern,16,Marshmallow Handjee,3
10748,789,Aron Sandstrom,599,Raspy Wife Inn,20,Budweiser,4
10749,2918,Theo Ferry,964,Tasteful Planet Inn,19,Bud Light,4
10750,2262,Griffin Stahl,458,Important Cove Inn,19,Blue Moon,4.0
10751,1484,Kash Jagtap,294,The Long-Term Husband Tavern,19,KBS,4
10752,1414,Luis Soloman,803,The Oceanic Onion Bar,19,Corona Light,3.5
10753,191,Aaryn Stahl,590,Absurd Captain Tavern,23,Barrel-Aged Abraxas,3
10754,3935,Greig Ebner,360,Grubby Gruesome Snowman Bar,17,Miller Lite,3.5
10755,2259,Cain Soukup,66,Honorable Cod Tavern,15,Mil's Best Ice,4.0
10756,136,Kit Hydinger,44,Alleged Cake Inn,18,Lagunitas Sucks,3.5
10757,2276,Satveer Dinkins,401,Hallowed Tiger Bar,23,Miller Lite,3
10758,1390,Zackary Napier,368,The Unaccountable Kitten ,18,Corona Light,3
10759,633,Antonio Pak,20,Detailed Flower Inn,23,Pabst Blue Ribbon,3.5
10760,3382,Brandon Mills,97,Aromatic Adventurer Tavern,22,Natural Ice,4
10761,4556,Daumantas Leisinger,84,The Highfalutin Captain ,24,Dos Equis,3.5
10762,3252,Reng Yocum,692,The Damp Onion ,18,Miller High Life,3.5
10763,1013,Kirwin Bowers,324,The Homeless Cod ,21,Bud Ice,3.5
10764,3312,Bjorn Jagtap,726,Alert Planet Tavern,13,60 Minute IPA,4.0
10765,4124,Anubhav Hydinger,324,The Homeless Cod ,24,Dos Equis,3
10766,3051,Conrad Schmitt,127,Organic Banjo Tavern,22,Corona Light,4
10767,546,Eoin McCormack,63,The Robust Onion Tavern,22,Coors Light,4.0
10768,1002,Antoni Hancock,189,The Husky Noodle Inn,24,Breakfast Stout,3.5
10769,1594,Philip Olson,905,Careless Fish Tavern,20,Keystone Light,4.0
10770,3415,Allister Fletcher,184,The Complex Fish Pub,24,Blue Moon,3.5
10771,4491,Areeb Stahl,66,Honorable Cod Tavern,14,Mil's Best Ice,4.0
10772,3093,Cullin Jones,782,The Groovy Pikachu Bar,14,Breakfast Stout,4.0
10773,4706,Suheyb Boyd,478,The Same Lyre Pub,17,Blue Moon,3
10774,2039,Puneetpaul DeLorenzo,425,The Bitter Moose Pub,23,Blue Moon,4
10775,2700,Burhan Miller,348,The Damaged Gorilla Pub,16,Steel Reserve,3.5
10776,1945,Abid Fletcher,349,Languid Gate ,20,Michelob Ultra,4.0
10777,439,Buddy Wagner,254,Knowing Badger Pub,15,Breakfast Stout,3.5
10778,4663,Aref Doran,109,Hateful Mole Pub,15,Busch,3
10779,4788,Chiron Resnick,685,The Industrious Skull Pub,20,Miller Lite,3
10780,91,Garry Paiser,160,Highfalutin Moose Inn,16,KBS,4.0
10781,4971,Kimi Jagtap,34,Wrong Frog Tavern,15,Miller High Life,3.5
10782,486,Hayden Jones,170,The Watery Badger ,16,Pabst Blue Ribbon,4.0
10783,1480,Tyllor Ferro,552,The Highfalutin Skull ,19,Bud Ice,4.0
10784,1905,Talorcan DeLorenzo,784,The Acoustic Noodle ,13,Sculpin IPA,4.0
10785,3832,Christy Rogers,541,Faithful Rose Pub,19,Blue Moon,3.5
10786,1095,Rahman Nugent,47,The Awful Pear ,24,Bud Ice,3.5
10787,1687,Kean Uddin,145,The Smart Captain Inn,24,Miller High Life,4
10788,3342,Toluwalase Mccord,150,Abounding Moose ,17,Heady Topper,3
10789,4081,Yago Schmitt,89,Marvelous Rose Pub,20,Michelob Ultra,3
10790,1169,Clifford Schickowski,60,Boorish Husband Tavern,24,Dos Equis,3
10791,2205,Bryn Yang,754,The Callous Dog Tavern,21,Coors Light,4.0
10792,858,Marcus Quinn,366,The Useful Garden ,17,Pabst Blue Ribbon,4
10793,2303,Ronald Quinn,272,Spotless Adventurer ,21,Natural Ice,3.5
10794,4542,Antonyo Turco,41,The Ubiquitous Gate Pub,15,Natural Light,3
10795,4617,James Cataldi,321,The Untidy Crossbow ,18,Budweiser,3
10796,920,Darcy Ventotla,952,The Rainy Bongo Pub,21,Bud Light,3.5
10797,4083,Ziya Rogers,781,The Inquisitive Rose Inn,22,Heady Topper,4.0
10798,2065,Tymoteusz Rice,590,Absurd Captain Tavern,21,Barrel-Aged Abraxas,3
10799,4239,Teejay DeLorenzo,919,The Rude Lyre ,23,Yuengling Lager,4.0
10800,2890,Danys Johnson,70,Certain Badger Bar,15,Coors Light,4.0
10801,2542,Syed Woo,33,Groovy Crossbow Bar,19,Pabst Blue Ribbon,4.0
10802,1474,Jad Darnell,528,Ugliest Badger ,24,Michelob Ultra,3
10803,2180,Hayden Sellon,291,The Living Onion ,24,Stella Artois,3.5
10804,1152,Thom Sawyer,185,Silly Bongo Tavern,21,Dos Equis,3
10805,2784,Nikos Quinn,148,The Purring Moose Pub,19,Coors Banquet,4
10806,193,Cailin Ortiz,1,Breezy Cake Pub,15,Stella Artois,7
10807,3697,Ruo Bongard,454,Marked Lion Bar,17,Modelo especial,4.0
10808,991,Jarno Tapia,271,The Many Gate Tavern,24,Keystone Light,4.0
10809,4016,John-Paul Miller,765,The Devilish Skull Inn,19,Bud Ice,4.0
10810,3047,Kieran-Scott Haworth,264,Didactic Toad Pub,17,Natural Light,4.0
10811,122,Zerah Chapman,854,Volatile Snowman Tavern,21,Yuengling Lager,3.5
10812,3176,Coll Thompson,839,Wary Rose Inn,19,Bud Light,3.5
10813,145,Howard Bateman,851,Colorful Cake Inn,20,Kentucky Brunch Brand Stout,3
10814,1052,Zhen Trusela,951,Jazzy Onion Bar,22,Coors Banquet,4
10815,346,Bryn McCormack,770,Obsequious Elf Pub,19,Budweiser,3
10816,2544,Allan Haworth,834,The Silky Pear Inn,21,KBS,4.0
10817,2210,Hayden Sagar,98,The Fat Faulty Lion ,22,Keystone Light,3
10818,2307,Keiran Schuster,742,The  Five Apple Inn,20,Mil's Best Ice,3
10819,2683,Igor Lulloff,630,The Deafening Wife Inn,20,Natural Light,3.5
10820,993,Charlie Tiernan,274,Calm Banjo Pub,19,90 Minute IPA,3.5
10821,3258,Michat Shaffer,599,Raspy Wife Inn,23,Bud Light,4
10822,4693,Victor Ingram,333,Flat Kitten Tavern,12,Mil's Best Ice,3.5
10823,2105,Rhuaridh Trusela,503,Verdant Crossbow Pub,15,Coors Banquet,4.0
10824,1489,Danial Jenson,918,The Dizzy Noodle Tavern,18,Yuengling Lager,4.0
10825,1101,Elyan Sagar,534,The Slim Lion Bar,19,Bud Light,4
10826,2941,Toluwalase Uflan,561,Square Trumpet Inn,12,Busch,4.0
10827,4209,Pedro Moody,566,The Ad Cave ,18,Natural Ice,4.0
10828,168,Humza Ory,912,The Sleepy Noodle Bar,22,Heineken,4.0
10829,1789,Cesar Christensen,774,Disgusted Guitar Pub,18,Bud Ice,3.5
10830,2192,Brayden McGinnis,815,Muddled Lion Bar,19,Budweiser,4.0
10831,4521,Ehsen Ortiz,77,Spectacular Flower Pub,18,Corona Light,3
10832,2993,Braden Hydinger,644,Accidental Husband Tavern,12,Coors Light,4
10833,47,Jackie Ziegler,799,The Graceful Flower Pub,20,Natural Light,3
10834,719,Rees Cast,416,The Flawless Mole Inn,20,60 Minute IPA,4.0
10835,1879,Jayden-Lee Davidson,693,Certain Pikachu Bar,20,Sculpin IPA,4.0
10836,1186,Codey Schwager,426,Dark Crossbow Tavern,12,Mil's Best Ice,4.0
10837,1636,Leigh Anderson,529,Attractive Pikachu Bar,21,Icehouse,4.0
10838,3549,Kealan Eastman,76,The Knowledgeable Lion Bar,19,Natural Light,3
10839,3104,Jason Upson,651,Lean Banjo Bar,16,Busch,3
10840,4329,Kian-James Wagner,9,Knotty Cod Inn,19,Dos Equis,3
10841,891,Nicky Frick,678,Sulky Lioness Bar,16,Budweiser,3
10842,2825,Alexei Maki,310,Scandalous Tiger ,22,Miller High Life,4.0
10843,360,Arun Vanderpoel,872,Vulgar Noodle Bar,13,Michelob Ultra,4.0
10844,2162,Kyle-Derek Ingram,161,Deafening Pirate ,21,Coors Light,4
10845,258,Cobain Olson,715,The Quarrelsome Adventurer Inn,18,Icehouse,3
10846,3622,Ahoua Norquist,77,Spectacular Flower Pub,14,Blue Moon,4.0
10847,4964,Colton Hancock,714,Tidy Elf Bar,23,Barrel-Aged Abraxas,3.5
10848,3014,Kirk Tandy,73,Overjoyed Fish Pub,20,Pabst Blue Ribbon,3.5
10849,1296,Teejay Cast,100,The Barbarous Gate ,17,Blue Moon,3
10850,3281,Daragh Uflan,428,Drab Dog Tavern,21,Natural Light,3.5
10851,2540,Laurie Lawless,706,The Limping Pup Inn,20,Natural Ice,3
10852,3792,Gregor Tapia,547,The Obedient Moose Tavern,24,Blue Moon,4.0
10853,615,Madaki Soukup,345,The Smooth Mole Inn,20,Mil's Best Ice,3.5
10854,338,Graham Ebner,870,The Glamorous Badger ,22,Stella Artois,3.5
10855,1844,Gianluca Stahl,105,The Wealthy Gate ,22,KBS,4.0
10856,933,Vincenzo Darnell,352,The Warlike Cave Bar,20,King Julius,3
10857,805,Maison Thompson,86,The Intelligent Lyre Pub,24,Heineken,3.5
10858,1868,Derryn Weinstein,891,Pointless Toad Tavern,19,Natural Light,3.5
10859,3677,Davis Sandstrom,736,The Old Rose Inn,14,Kentucky Brunch Brand Stout,3
10860,4991,Bradyn Norquist,556,Thirsty Skull Bar,18,Marshmallow Handjee,3
10861,2765,Deacon McCormack,866,Selfish Apple Pub,22,Budweiser,3.5
10862,1101,Elyan Sagar,204,Mighty Pirate ,15,Bud Light,4.0
10863,4953,Brandon Ziegler,506,Craven Skull Inn,24,Corona Light,4
10864,4989,Zakary Wakefield,983,Entertaining Cove Pub,20,Icehouse,3.5
10865,2157,Shahmir Sagar,603,Jumbled Toad ,20,Guinness,3.5
10866,1053,Codey Cataldi,687,Broad Armadillo Inn,19,Blue Moon,3.5
10867,3146,Eagann Reyes,844,The Imminent Gate Inn,22,Corona Light,3.5
10868,3739,Layton Norquist,125,Didactic Planet Bar,16,Mil's Best Ice,4
10869,1483,Irvine Davis,587,Giant Pear Bar,17,Michelob Ultra,4
10870,1110,Krzysztof Jagtap,477,Hushed Flower Bar,23,Michelob Ultra,4.0
10871,346,Bryn McCormack,847,The Complete Trumpet ,14,Blue Moon,3
10872,1277,Taylar Ferry,855,The Wrong Bongo ,14,Natural Ice,3
10873,4178,Kris Trussel,543,The Seemly Rose ,15,Bud Light,3.5
10874,4843,Crombie Hoffman,381,Hulking Badger ,15,Steel Reserve,4.0
10875,1103,Curtis Frick,294,The Long-Term Husband Tavern,17,Michelob Ultra,3
10876,3538,Yassin Weinstein,424,The Symptomatic Trumpet Tavern,23,Icehouse,3
10877,3845,Yong Pak,709,The Picayune Cove ,23,Natural Ice,3.5
10878,2860,Noah Wagner,73,Overjoyed Fish Pub,21,Pabst Blue Ribbon,3.5
10879,1223,Kieren Baxster,714,Tidy Elf Bar,19,Heady Topper,4.0
10880,1281,Domhnall Ortiz,150,Abounding Moose ,19,Guinness,3
10881,1819,Rodrigo Lulloff,256,The Present Apple Tavern,22,Keystone Light,3
10882,2272,Zeek Maki,303,The Nervous Frog Bar,13,Blue Moon,3
10883,3204,Layton Jurgenson,55,The Enormous Snowman ,21,60 Minute IPA,3.5
10884,1652,Strachan Weiss,378,Vacuous Apple Pub,19,Yuengling Lager,3
10885,1905,Talorcan DeLorenzo,35,The Scared Fish Bar,16,Busch,4.0
10886,4960,Azlan Vanderpoel,734,Amazing Skull Tavern,15,Bud Light,3.5
10887,1737,Derron Schwager,154,Loud Lion Tavern,23,Guinness,3.5
10888,403,Campbel Yocum,801,Motionless Wife Tavern,16,Michelob Ultra,3.5
10889,1731,Lenin Lawless,269,The Wonderful Elf Bar,20,Sculpin IPA,4.0
10890,4947,Makin Irwin,621,Fluttering Armadillo Bar,22,Sculpin IPA,3.5
10891,2820,Bayley Linde,716,Wretched Cave Bar,13,Busch,3.5
10892,1709,Danyal Rice,745,The Unruly Trumpet Bar,13,Modelo especial,3
10893,1836,Brooklin Van Zandt,410,Crazy Frog Inn,20,Pabst Blue Ribbon,3.5
10894,4755,Dagon Thompson,707,Wise Toad Tavern,21,Bud Light,3
10895,2600,Valery Lewis,232,The Smelly Lion ,15,Bud Light,3.5
10896,2829,Seaan Ventotla,645,Dynamic Frog Bar,15,Bud Light,4
10897,3585,Connel Zeaser,884,The Economic Pikachu Tavern,17,Breakfast Stout,4.0
10898,2564,Ashwin Kalleg,162,Aware Elf Bar,16,Steel Reserve,4
10899,2605,Kelam Ingram,142,The Eager Lyre Tavern,17,Coors Light,3.5
10900,828,Kenlin Vail,267,The Infamous Captain ,22,Keystone Light,3
10901,1203,Maanav Hancock,498,The Brash Kitten Tavern,24,Keystone Light,4.0
10902,2228,Olaoluwapolorimi Vader,644,Accidental Husband Tavern,17,Bud Light,4
10903,3047,Kieran-Scott Haworth,198,Numberless Snowman Tavern,17,Natural Light,3.5
10904,4408,Ash Severson,609,The Honorable Snowman ,15,Miller Lite,3
10905,3459,Alexx Vanderpoel,931,Wet Flower ,23,Natural Light,3
10906,2445,Cruz Maki,785,Strong Tiger ,21,Budweiser,3.5
10907,2744,Bradly Sonderling,919,The Rude Lyre ,15,Corona Light,3.5
10908,1379,Savin Hylan,203,The Clean Noodle Bar,17,Coors Banquet,3.5
10909,3730,Tanner Reyes,655,The Xenophobic Gate Inn,15,60 Minute IPA,4
10910,4680,Maximilian Reardon,892,Sad Cod ,19,Dos Equis,3.5
10911,3961,Rayane Linde,362,The Grandiose Captain Tavern,19,Dos Equis,3.5
10912,3459,Alexx Vanderpoel,850,Slippery Tiger Tavern,16,Very Hazy,3
10913,2184,Modu Paiser,648,Drunk Kitten Bar,16,Stella Artois,3
10914,2247,Deacon Dugelman,803,The Oceanic Onion Bar,20,Guinness,3
10915,1984,Majid Hydinger,113,Simple Lyre ,20,King Julius,3.5
10916,1303,Oilibhear Pettigrew,152,The Truculent Badger Bar,17,Natural Ice,4.0
10917,4092,Masson Ferro,849,Faded Guitar Bar,20,Blue Moon,3
10918,4945,Montgomery Hesch,230,The Narrow Snowman ,17,Bud Light,4.0
10919,1155,Sahaib Illingsworth,80,Well-Groomed Crossbow Bar,24,Backwoods Bastard,4.0
10920,3539,Artem Jenson,933,Various Lyre Inn,24,KBS,4
10921,1583,Silas Yocum,77,Spectacular Flower Pub,17,Yuengling Lager,4.0
10922,834,Mikhail Dugan,121,Lamentable Banjo Bar,22,Bud Light,4
10923,3418,Ilyas Darnell,784,The Acoustic Noodle ,23,Michelob Ultra,3.5
10924,2066,Chris-Daniel Haworth,693,Certain Pikachu Bar,22,Miller Lite,3
10925,2415,Abid Jones,423,Imperfect Lyre Pub,16,Yuengling Lager,3
10926,804,Bradlie Tiernan,778,Enormous Tiger Tavern,22,King Julius,3
10927,2148,Olaoluwapolorimi Thompson,54,Picayune Cove Tavern,16,Keystone Light,3
10928,128,Zayd Hylan,34,Wrong Frog Tavern,24,Natural Light,4.0
